CID,TeamID,FName,LName,College,Age,Experience,OffPhil,DefPhil,LoyaltyPlayers,LoyaltyCoaches,Ego,OffAbility,DefAbility,STAbility,DevPlayers,JudgingAct,JudgingPot,JudgingQB,JudgingRB,JudgingRec,JudgingOL,JudgingDL,JudgingLB,JudgingCB,JudgingSF,Accountability,Motivating,TimeMgmt,Clutch,Conservative,FBInt,Adjustments,ValuesST,ValuesCharacter,WorkEthic,Preparation,Focus,PlaycallingSkill
413,0,JUSTIN,FARRINGTON,Auburn,48,3,SpreadRun,3-4Cover,75,63,58,47,51,25,57,59,42,21,30,81,44,66,76,32,41,46,69,36,59,27,58,14,73,35,39,33,48,56
414,0,LEWIS,HARTMANN,Washington State,56,9,SpreadRun,4-3StuffRun,55,32,69,26,45,59,32,38,63,50,32,54,36,62,54,46,48,26,43,71,33,47,46,42,65,60,71,30,60,55
415,0,JOEL,BROUSSARD,Wingate,47,13,Smashmouth,Cover2Attack,43,53,40,27,44,75,40,57,57,69,73,74,50,47,38,52,87,75,59,74,41,33,60,49,45,28,81,52,47,60
416,0,TIMOTHY,STEGALL,Pittsburgh,32,0,WCPass,3-4Attack,58,66,64,33,52,32,34,61,36,40,51,44,40,47,47,45,19,63,40,61,54,74,87,34,48,24,67,36,66,53
417,0,ANTHONY,HOLLABAUGH,Georgia Tech,50,6,WCRun,4-3StuffRun,46,57,56,55,51,31,30,35,58,45,44,72,50,66,50,71,60,20,32,81,56,42,40,27,36,38,72,38,44,17
418,0,CHRISTOPHER,KALMAN,Richmond,34,1,WCRun,3-4Attack,57,57,55,57,29,67,18,63,30,40,30,48,37,56,50,49,9,87,55,36,37,40,51,38,30,24,61,63,19,59
419,0,GEORGE,DAVIS,Texas,42,10,BalRun,4-3Cover,81,35,44,53,54,53,34,51,64,56,20,59,50,44,44,67,78,55,27,61,69,48,48,33,22,75,78,41,59,41
420,0,GREG,POITIER,Sam Houston State,43,9,BalRun,4-3StuffRun,56,30,74,80,36,56,46,34,62,42,50,54,20,46,57,36,76,34,40,26,43,49,34,31,33,37,52,53,37,40
421,0,CURTIS,ROSE,UCF,47,15,VertPass,Cover2Bal,46,82,58,46,73,57,61,61,21,47,64,60,57,62,73,36,53,39,44,48,81,35,61,36,35,6,74,57,49,54
422,0,WILLIE,THOMAS,Auburn,35,3,Smashmouth,Cover2Attack,46,56,58,49,55,32,46,48,39,71,23,53,28,44,41,59,48,49,79,34,53,28,38,38,71,45,50,66,64,49
423,0,LARRY,JACKSON,Utah,47,6,Smashmouth,4-3Cover,56,58,61,45,55,59,63,57,57,76,38,39,52,45,32,37,60,41,24,68,56,77,49,72,37,33,39,54,40,36
424,0,LLOYD,NEBAREZ,Richmond,47,15,WCPass,4-3Cover,41,59,19,89,44,66,50,76,87,68,28,73,59,33,58,59,58,57,31,46,48,34,48,33,46,43,33,93,28,0
425,0,ROBERT,MILLER,Stanford,54,10,BalRun,3-4Attack,78,63,68,64,32,48,28,53,77,31,43,43,43,34,13,47,88,59,35,62,63,38,56,34,46,27,59,34,56,102
426,0,BLAKE,ADAMS,Kansas State,56,7,BalRun,3-4Cover,56,32,45,56,58,57,32,55,61,51,38,84,26,49,52,37,47,25,64,53,27,72,57,-2,-2,52,66,31,61,41
427,0,KENNY,TURKUS,Penn State,60,19,BalRun,Cover2Attack,42,13,49,69,71,42,75,65,50,55,43,43,34,55,46,52,52,34,45,56,58,67,3,37,50,55,58,38,20,46
428,0,MARIO,SHIRKEY,Mississippi State,38,2,Smashmouth,4-3Cover,54,45,45,61,74,61,92,42,47,58,37,51,39,93,82,84,35,86,43,33,40,25,46,59,53,58,53,49,51,84
429,0,DAVID,CARLUCCI,San jose State,38,6,WCRun,4-3StuffRun,15,43,60,20,37,41,59,48,48,46,39,19,70,43,56,37,61,71,75,70,56,55,54,48,31,10,61,53,37,57
430,0,ADAM,CLARK,TCU,67,9,VertPass,3-4StuffRun,49,51,53,63,19,84,44,46,27,74,27,64,53,31,62,13,43,61,17,21,52,66,63,56,36,53,52,45,21,68
431,0,JEFFRY,TAYLOR,Missouri State,48,0,SpreadBal,Cover2Bal,52,55,62,41,69,54,51,46,67,51,74,40,50,49,34,53,-8,65,45,24,41,56,38,16,38,54,61,57,67,49
432,0,JESUS,THOMPSON,Rutgers,42,9,Smashmouth,4-3StuffRun,86,41,63,33,48,37,43,49,65,54,64,74,58,63,64,30,39,53,64,18,37,58,59,73,66,41,61,37,39,68
433,0,VANCE,SIMON,Texas,33,0,BalPass,4-3Cover,72,61,40,62,14,41,74,68,42,36,75,58,55,31,39,64,43,56,52,25,23,62,39,87,47,78,60,42,41,45
434,0,THOMAS,NABER,Southern Miss,69,22,SpreadBal,4-3Cover,66,45,27,47,27,66,46,-7,70,69,31,28,43,56,49,56,37,19,28,32,52,37,67,24,57,25,34,35,33,25
435,0,ROBERT,BROWN,Nebraska,32,0,WCRun,4-3StuffRun,36,29,71,47,51,53,50,47,54,41,72,33,47,37,68,73,46,36,44,58,62,53,58,41,66,38,55,25,52,49
436,0,TIMOTHY,KINTER,Michigan State,47,4,SpreadRun,Cover2Attack,73,30,51,48,31,52,25,33,38,60,64,46,58,58,57,22,27,56,51,64,30,41,62,74,87,59,5,89,38,69
437,0,CASEY,HALL,Florida,68,2,BalRun,3-4Bal,35,76,48,58,23,52,61,73,96,69,14,48,26,75,78,24,51,33,55,69,33,37,38,51,45,26,67,64,48,65
438,0,LARRY,HANDY,Oregon,40,0,VertPass,4-3Bal,89,51,51,26,46,22,40,46,47,34,60,35,65,40,57,70,74,66,48,50,59,-3,68,66,52,32,32,26,46,67
439,0,JOSH,GRAY,Alabama,69,35,Run-N-Shoot,4-3Attack,56,49,44,45,56,56,44,41,59,54,45,54,41,33,74,29,37,42,55,44,47,65,55,50,70,96,59,25,45,48
440,0,DAVID,THIBODEAUX,Virginia,54,0,WCBal,4-3StuffRun,51,46,48,53,55,77,48,62,39,42,79,34,80,48,74,60,69,45,64,46,39,26,60,35,58,17,25,22,55,30
441,0,MALIK,SERA,LSU,48,4,BalRun,4-3Attack,82,42,66,54,47,23,42,58,64,54,34,33,32,48,49,57,35,72,87,49,63,34,39,61,44,56,61,58,44,63
442,0,RICHARD,CHARLES,Kansas State,37,5,BalRun,4-3Cover,51,55,50,57,56,72,55,26,52,35,59,64,47,71,32,61,72,42,75,46,60,48,38,48,53,36,38,64,52,63
443,0,GEORGE,PRITCHETT,Michigan,70,31,VertPass,3-4StuffRun,63,42,32,53,43,41,63,59,57,82,39,65,41,42,42,42,39,27,42,63,32,64,48,59,46,51,59,26,66,62
444,0,REGINALD,DAVIS,Baylor,42,9,WCPass,4-3Bal,54,3,57,66,41,52,61,54,71,87,71,38,35,21,59,6,50,59,23,67,34,53,71,89,38,53,48,51,72,54
445,0,REX,METZLER,Pittsburgh,36,2,WCBal,3-4StuffRun,78,38,60,38,55,34,27,34,55,47,63,60,49,54,53,23,41,46,57,50,69,77,43,41,46,33,47,57,52,46
446,0,STUART,WRIGHT,Tennessee,55,20,WCRun,4-3Cover,87,32,48,45,42,54,24,75,61,60,47,54,41,50,52,39,57,88,29,34,52,79,24,74,13,30,44,10,54,44
447,0,TYRONE,LINK,Rutgers,50,6,VertPass,3-4Bal,52,55,40,37,75,67,34,51,72,9,66,42,45,44,47,45,35,28,34,59,34,57,50,39,72,42,39,34,37,74
448,0,CHARLES,DOMINGUEZ,Samford,58,10,Smashmouth,Cover2Bal,36,32,36,48,65,36,23,35,46,32,48,20,16,42,44,28,44,49,51,40,40,66,58,79,47,40,64,29,71,36
449,0,DENNIS,TATE,Auburn,67,30,VertPass,4-3Attack,55,35,56,73,55,59,51,39,46,62,72,33,58,57,28,48,32,40,53,37,28,44,59,74,82,68,64,62,48,58
450,0,ERIC,BRAUN,New Mexico,42,2,WCBal,4-3Cover,54,34,27,12,43,44,62,50,11,40,57,44,60,10,42,53,41,58,54,65,56,51,42,39,50,40,56,56,43,15
451,0,EDWIN,FARLEY,Northwestern,65,11,SpreadRun,4-3Attack,30,68,73,65,38,58,51,36,47,35,40,48,54,37,13,23,66,25,57,80,63,65,87,76,43,43,41,66,40,64
452,0,OLIVER,WEHAUSEN,New Mexico State,33,0,BalPass,3-4Cover,25,71,71,44,48,57,61,50,58,64,40,44,61,41,91,54,51,32,18,39,33,52,91,16,54,63,72,29,61,44
453,0,ROBERT,ALVARADO,Clemson,64,17,BalPass,4-3Cover,62,73,70,61,48,52,39,86,35,47,44,53,58,60,56,25,52,54,37,28,57,66,46,60,57,45,59,67,35,46
454,0,RYAN,BECKWITH,South Carolina,32,0,BalRun,4-3Attack,39,40,52,71,50,40,39,49,63,47,30,69,63,65,50,71,42,37,46,46,61,69,73,56,34,62,39,51,18,32
455,0,LUIS,DICKERSON,Tulsa,50,12,WCBal,3-4Attack,74,35,31,42,43,32,62,72,47,64,52,79,68,53,34,31,50,58,54,40,48,35,24,64,70,36,57,60,62,62
456,0,BARRY,RUBIN,Clemson,58,21,BalPass,3-4Attack,58,31,77,55,62,33,60,51,43,20,18,48,42,75,41,13,34,48,76,41,46,56,43,57,40,71,36,34,49,57
457,0,SYLVESTER,ALLEN,Penn State,63,10,Smashmouth,Cover2Cover,61,73,40,46,35,50,41,53,76,50,39,25,49,47,20,31,82,47,51,64,68,69,52,54,65,14,40,36,47,68
458,0,ALAN,RODEN,Tuskegee,33,1,VertPass,4-3Cover,35,68,46,59,60,51,39,38,37,32,74,42,17,86,63,56,44,34,51,70,51,49,20,76,48,58,48,64,66,51
459,0,MICHAEL,MATTHES,California,46,3,WCBal,4-3Attack,35,49,32,76,22,71,66,23,33,44,51,33,67,35,46,63,48,70,48,59,47,60,56,65,54,40,43,73,10,40
460,0,DONALD,LASCH,Florida,48,3,SpreadPass,3-4Attack,55,66,56,61,43,59,22,50,51,48,29,49,42,41,61,60,34,42,70,39,53,53,57,80,46,38,38,42,30,38
461,0,JOSEPH,BUCKHANNON,Purdue,65,23,BalRun,Cover2Cover,35,27,27,68,68,42,49,87,35,86,78,64,30,56,59,32,54,50,38,43,80,37,54,56,11,53,43,47,38,65
462,0,LARRY,HALSEMA,Wyoming,38,1,BalRun,4-3Cover,68,27,34,43,41,54,47,45,70,51,52,36,54,82,67,32,75,19,29,76,57,59,42,45,64,26,66,43,36,33
463,0,ROBERT,WILCZYNSKI,Indiana(PA),34,0,WCPass,Cover2Bal,56,62,53,84,69,61,75,56,38,70,33,61,62,39,50,80,34,57,26,75,39,51,47,53,34,67,21,52,66,14
464,0,RALPH,OWENS,North Texas,56,19,WCRun,3-4Attack,46,63,45,23,40,39,40,43,29,58,68,47,39,42,51,27,35,44,48,48,37,47,9,32,98,62,62,44,33,35
465,0,DANIEL,HAWLEY,Arkansas,55,16,SpreadBal,3-4Attack,28,23,43,40,59,42,49,43,41,35,8,21,51,32,54,56,65,29,39,53,63,46,29,60,75,47,29,76,69,42
466,0,DENNIS,AGEE,Abilene Christian,38,4,Smashmouth,4-3Bal,46,63,67,44,55,38,36,36,69,57,26,64,57,50,38,75,65,44,75,27,57,67,34,37,23,22,53,20,40,53
467,0,RANDALL,BRUCE,Oklahoma,36,3,Smashmouth,4-3Cover,67,52,37,67,53,55,61,61,42,78,36,32,38,54,55,49,55,49,37,46,64,45,49,53,44,31,51,47,40,65
468,0,EUGENE,KRAL,West Georgia,62,19,Smashmouth,Cover2Cover,27,56,65,36,40,50,59,23,61,30,73,41,38,46,47,40,35,63,40,25,61,57,43,49,48,31,60,45,56,68
469,0,MARK,MICHAELS,Northern Illinois,37,5,WCRun,4-3Attack,54,40,62,68,86,54,54,41,57,37,16,58,31,46,51,48,62,51,35,48,62,78,47,50,42,60,22,21,52,74
470,0,DONALD,DEMORA,Indiana(PA),65,20,BalRun,4-3Cover,47,32,44,60,65,64,63,62,40,76,33,54,15,49,50,70,56,46,45,49,48,58,44,77,36,39,50,62,48,34
471,0,ANTONIO,PORTER,Boston College,67,18,SpreadBal,4-3Bal,54,51,77,58,37,87,47,56,48,60,51,36,61,85,36,46,53,54,62,36,75,58,46,47,37,50,35,58,25,26
472,0,DAVID,BARNETT,Marshall,66,30,WCBal,4-3Attack,74,39,62,45,48,51,78,45,65,50,54,28,26,38,70,38,60,41,74,56,23,29,54,39,54,75,12,26,50,34
473,0,BENJAMIN,MAY,Purdue,58,25,VertPass,3-4Attack,57,54,49,67,70,59,25,47,12,58,46,48,73,73,64,23,59,55,34,36,44,50,72,39,20,56,38,62,51,34
474,0,RUSSELL,JENSEN,Wake Forest,68,11,WCRun,4-3Cover,20,39,34,40,35,78,37,44,40,17,33,46,49,35,24,62,31,65,92,64,54,34,88,44,103,57,58,55,36,33
475,0,EVERETT,FLOYD,Utah,49,13,BalRun,3-4Cover,46,47,34,43,45,35,43,53,87,61,69,70,37,52,35,55,40,63,67,51,37,53,29,43,51,59,67,72,76,51
476,0,JERRY,BLOCKETT,Notre Dame,55,14,BalPass,3-4Attack,40,44,65,49,41,47,41,57,63,31,53,64,35,70,39,65,52,81,63,26,64,65,43,40,53,56,49,28,51,70
477,0,KYLE,CUNNINGHAM,Notre Dame,47,14,VertPass,4-3Attack,32,52,44,43,62,46,50,63,56,61,56,66,64,58,80,64,65,58,64,64,62,92,58,48,46,38,62,58,32,42
478,0,RANDY,HOLDER,San jose State,39,6,Smashmouth,4-3Cover,32,38,27,39,47,53,56,37,23,61,45,54,46,44,59,88,52,45,54,48,68,63,55,38,70,45,49,61,13,31
479,0,PHILIP,WITTKE,Notre Dame,63,6,BalPass,3-4StuffRun,63,73,50,48,17,43,57,64,36,61,43,50,45,61,55,69,37,25,49,49,20,63,59,38,61,61,59,54,53,42
480,0,THEODORE,SANDOVAL,Tennessee,65,0,VertPass,Cover2Attack,22,54,51,60,65,44,56,26,34,43,55,53,69,56,44,40,39,69,77,42,37,36,40,38,68,56,48,54,63,78
481,0,PAUL,KLEIN,Georgia,49,8,WCBal,4-3Cover,21,25,63,41,45,33,8,16,44,77,51,34,88,36,47,67,48,53,47,24,36,59,89,48,21,53,51,36,51,45
482,0,ABRAHAM,COLLINS,Miami(OH),54,6,VertPass,4-3Cover,62,39,97,89,28,59,38,52,30,19,59,39,44,42,63,58,45,45,46,56,69,33,40,53,77,30,46,55,55,54
483,0,LESLIE,COX,Richmond,64,21,WCRun,3-4Bal,71,49,38,66,57,29,28,50,64,45,43,25,76,25,57,85,43,65,49,59,5,47,31,30,54,51,23,26,51,69
484,0,MARK,MILES,Hawaii,45,7,VertPass,4-3Bal,62,44,31,55,64,56,56,50,71,44,15,82,62,61,59,40,45,45,58,57,27,54,46,70,65,29,42,66,44,45
485,0,HAROLD,WERNIMONT,Nebraska,39,1,Smashmouth,4-3Bal,43,55,33,52,50,67,38,58,68,50,67,43,31,76,69,27,50,34,57,75,62,40,41,31,54,36,59,36,31,53
486,0,JOHN,DOWNER,Louisville,44,3,SpreadRun,4-3Attack,37,68,63,46,60,52,52,47,59,57,56,40,59,54,63,42,56,42,24,47,52,59,56,38,43,56,58,58,47,33
487,0,SCOTT,SIMMONS,Stanford,41,6,Smashmouth,Cover2Cover,48,36,55,67,47,40,46,83,56,60,35,31,50,18,66,30,29,65,29,45,54,33,56,69,67,16,52,85,48,66
488,0,LARRY,TRIPP,Monmouth,36,2,WCRun,4-3Cover,39,30,57,51,20,79,62,70,51,45,46,50,33,59,71,29,57,43,30,69,45,59,54,57,25,38,47,58,30,74
489,0,HECTOR,MALEH,Coe,34,1,VertPass,Cover2Bal,68,41,63,42,52,50,68,68,56,36,33,74,62,60,62,54,48,68,31,46,9,62,46,62,63,49,52,39,23,20
490,0,DOUGLAS,WEBSTER,Georgia,49,6,VertPass,4-3Bal,62,53,44,32,25,53,45,55,95,36,72,63,83,39,64,68,57,57,77,51,53,51,60,52,42,45,30,56,51,38
491,0,EDWARD,DAVIS,Colorado,38,6,SpreadRun,Cover2Cover,37,79,62,31,55,64,30,21,59,37,60,60,75,50,27,4,48,51,38,11,25,41,44,26,48,30,61,23,30,51
492,0,ISAAC,JOHNSON,Michigan Tech,45,0,SpreadPass,Cover2Attack,36,44,36,59,44,55,44,64,60,42,51,31,58,19,55,32,76,17,25,77,69,41,63,53,87,68,52,32,52,59
493,0,JARROD,AKIN,Louisiana Tech,57,15,WCPass,46,84,83,64,61,49,68,23,71,49,36,75,37,37,72,56,36,42,48,81,52,55,70,23,76,74,54,63,32,54,64
494,0,BRANDON,INMAN,USC,54,17,WCBal,3-4Attack,56,25,-9,44,56,51,45,51,38,33,26,42,58,78,56,41,60,30,43,57,51,36,23,42,60,50,26,47,38,64
495,0,AUSTIN,FULLER,Mississippi,42,3,BalPass,3-4Bal,45,51,68,38,20,60,75,26,54,58,51,48,44,35,60,69,54,48,80,48,22,41,43,35,70,49,42,24,49,29
496,0,JUSTIN,STEVER,Michigan,67,30,SpreadRun,4-3StuffRun,35,24,46,54,69,57,40,47,84,57,53,67,75,58,45,92,54,68,44,77,92,38,59,86,27,56,37,58,42,63
497,0,RALPH,BLAND,Florida,46,14,VertPass,Cover2Attack,55,56,71,61,10,30,55,47,21,29,55,60,39,61,56,78,39,62,33,90,52,66,33,36,46,62,36,70,77,65
498,0,JOSEPH,SCOTT,Miami(FL),38,1,VertPass,3-4Attack,41,46,56,41,52,48,24,77,48,77,66,42,35,61,52,53,41,43,46,54,40,40,78,80,41,33,72,46,38,67
499,0,LARRY,ROARK,Notre Dame,61,26,SpreadRun,4-3Bal,45,61,71,58,36,26,47,21,54,59,24,19,35,30,70,50,66,40,44,74,35,54,40,70,42,16,13,62,54,30
500,0,JOSE,BUSSEY,California,51,12,BalPass,4-3StuffRun,21,58,18,38,57,47,31,56,72,45,51,60,63,57,47,61,61,50,10,39,45,43,34,59,56,63,53,80,28,34
501,0,RONALD,FAWCETT,Montana,57,15,BalPass,Cover2Attack,85,35,50,55,50,36,35,54,65,37,34,63,26,39,56,69,46,48,51,26,39,60,38,56,40,47,50,41,46,62
502,0,PHILLIP,ELLIS,Nebraska,45,6,SpreadPass,Cover2Cover,75,60,39,40,50,14,64,85,99,42,41,56,54,46,57,29,61,59,44,27,38,49,57,19,36,34,39,45,93,39
503,0,RICHARD,SHAE,UCLA,49,9,WCBal,4-3Bal,30,73,67,21,49,57,18,49,43,50,57,69,74,40,40,74,49,44,23,61,64,13,32,50,64,62,64,83,41,42
504,0,LARRY,ROSS,Florida State,48,10,Smashmouth,Cover2Bal,73,68,36,74,35,52,79,33,33,23,51,72,44,21,2,70,48,54,83,19,68,53,67,44,90,41,60,28,57,67
505,0,MICHAEL,CAUDILLO,USC,44,5,Smashmouth,3-4StuffRun,39,50,64,73,30,67,44,44,40,83,66,26,69,79,44,53,51,36,36,14,37,55,55,72,52,54,56,61,35,75
506,0,HAROLD,PALLAN,Nebraska,39,6,WCRun,4-3Attack,56,42,39,63,13,61,56,54,32,38,43,57,56,47,46,55,47,53,60,63,22,9,45,30,55,56,53,13,36,63
507,0,ROBERT,FARMER,Iowa,70,1,VertPass,Cover2Bal,49,49,32,53,64,33,24,61,48,61,51,48,42,48,56,52,54,65,39,18,43,63,38,37,43,26,66,44,20,59
508,0,ANTHONY,MCGOVERN,Tennessee,53,13,SpreadPass,3-4StuffRun,42,30,40,53,40,22,18,59,54,34,34,16,38,51,23,60,53,30,56,54,56,51,59,41,53,50,36,54,50,69
509,0,PHILIP,STURMER,Kansas State,68,14,WCPass,4-3Attack,10,56,73,37,45,62,60,93,53,36,19,46,30,26,68,55,66,30,44,55,39,46,59,42,54,59,91,53,35,38
510,0,CHRISTOPHER,FLOYD,Baylor,37,1,VertPass,3-4StuffRun,47,41,59,29,46,50,42,55,61,16,55,53,53,83,36,35,61,90,16,38,53,28,38,64,41,59,48,80,36,52
511,0,JIMMY,CHRISTIE,Brigham Young,33,0,Smashmouth,4-3Cover,100,48,33,44,79,32,39,49,47,57,29,66,49,67,53,36,53,46,72,43,27,56,69,67,57,47,56,34,76,92
512,0,DAVID,HEARD,Fresno State,46,14,SpreadPass,3-4Cover,48,60,45,24,72,26,51,37,36,61,22,65,73,82,25,40,41,40,47,34,73,72,46,36,74,44,60,52,34,23
513,0,BRENT,BAILEY,Kent State,56,1,WCBal,4-3Cover,41,43,60,43,43,37,65,62,56,52,60,60,54,67,33,43,59,64,47,15,49,31,32,71,51,54,49,54,22,81
514,0,MANUEL,SMITH,Mississippi,36,0,VertPass,3-4StuffRun,49,43,48,34,45,37,44,42,70,72,49,61,45,40,47,49,43,60,58,35,53,64,77,12,45,37,72,46,44,39
515,0,MICKEY,RICH,Boston College,32,0,BalRun,3-4Bal,58,24,61,14,40,34,56,62,34,58,38,58,50,48,37,39,58,48,33,41,82,65,50,58,25,51,32,65,30,26
516,0,ALDO,MCGREGOR,Virginia Tech,44,3,WCRun,4-3StuffRun,70,17,13,64,85,28,16,42,61,43,15,49,79,61,53,34,36,44,47,61,65,33,33,48,41,35,55,57,49,39
517,0,KEITH,MURPHY,Wisconsin-Stout,41,7,WCPass,3-4Cover,21,46,87,62,38,74,29,41,35,71,83,45,35,46,64,36,35,49,40,79,68,46,30,12,49,64,34,34,63,46
518,0,KEVIN,MCDONALD,Washington State,41,6,WCBal,Cover2Attack,61,54,30,11,73,38,51,27,47,53,11,60,59,78,32,40,61,40,35,39,50,49,45,43,43,38,42,82,37,37
519,0,NEVILLE,LESTER,Carroll(MT),39,5,WCBal,4-3Bal,56,53,53,70,50,48,40,56,57,24,55,73,48,62,51,39,44,70,48,52,45,52,12,42,10,50,56,46,52,62
520,0,CHARLES,LIEBERMAN,Pittsburg State,49,5,VertPass,4-3Cover,71,61,49,30,30,26,65,33,30,43,56,52,64,71,44,62,59,42,47,45,70,58,54,56,51,47,65,26,48,50
521,0,JAMES,GUERRERO,Ohio State,37,3,WCPass,3-4Bal,52,14,19,34,62,33,58,72,49,70,52,65,64,42,30,57,49,54,51,56,56,40,65,74,30,56,59,40,31,66
522,0,KYLE,ARMWOOD,Alabama A&M,67,3,Smashmouth,Cover2Cover,75,53,45,70,57,25,73,15,32,45,67,46,50,74,66,63,61,47,30,34,74,39,75,23,47,65,31,27,17,34
523,0,FRANCISCO,COUSINS,Mississippi,34,0,SpreadBal,4-3StuffRun,64,42,43,42,64,54,56,46,90,11,60,22,65,56,38,33,76,51,51,44,61,59,19,19,68,65,57,59,62,47
524,0,BERNIE,JACOBS,Missouri,48,10,WCRun,4-3Cover,57,66,62,50,45,42,56,38,38,65,46,25,26,49,32,77,44,26,59,35,45,62,63,58,66,46,52,31,36,38
525,0,ALAN,CORBITT,San jose State,57,13,WCPass,Cover2Bal,35,48,52,58,47,48,67,31,46,21,53,68,65,11,50,55,45,40,69,41,56,23,48,50,13,43,55,66,66,94
526,0,RON,NUSBAUM,Miami(FL),41,7,Run-N-Shoot,4-3StuffRun,89,43,48,61,33,64,76,54,44,43,48,39,41,22,68,56,45,36,54,35,46,68,35,68,31,57,48,68,57,25
527,0,GREGORY,ORLEANS,Western Michigan,44,11,WCBal,3-4Attack,35,42,36,41,42,73,65,76,42,54,69,29,42,53,52,46,34,65,52,62,51,51,38,28,69,26,49,53,55,32
528,0,JOHN,BEAL,Ohio State,43,11,BalRun,4-3StuffRun,38,88,60,43,42,21,44,35,69,48,52,13,40,52,64,79,65,79,50,68,38,64,77,59,36,50,45,59,42,30
529,0,RALPH,PRINGLE,Tennessee,45,6,Smashmouth,Cover2Cover,31,54,57,59,77,56,34,48,71,48,36,53,24,45,53,65,36,38,61,60,58,64,52,38,59,51,60,35,32,56
530,0,COREY,BABBITT,Tennessee,45,5,SpreadPass,4-3Cover,50,45,60,36,36,37,18,41,84,51,54,33,45,55,22,61,40,76,36,37,49,32,59,45,40,46,41,6,36,33
531,0,RAYMOND,NORLEY,Colorado State,37,3,Smashmouth,3-4Attack,33,28,34,79,52,68,76,74,45,30,67,30,26,58,54,56,40,81,40,44,60,55,44,39,34,58,42,51,74,68
532,0,DAVID,BREECE,Michigan,37,5,VertPass,Cover2Cover,41,38,44,52,50,59,67,72,31,77,58,31,64,32,65,27,35,23,49,77,25,58,60,44,37,56,41,49,63,14
533,0,JOHN,SMITH,Idaho State,57,20,BalRun,4-3Attack,68,29,45,40,32,41,62,27,28,53,57,27,82,56,68,22,29,52,58,65,38,44,69,22,49,28,32,24,67,8
534,0,CHRISTOPHER,SEPULVEDA,Saginaw Valley,34,2,BalPass,3-4Cover,59,51,23,20,63,73,50,73,59,70,30,20,68,41,47,50,26,35,51,61,58,45,14,65,57,63,48,7,48,76
535,0,HUGH,MYERS,Boston College,49,5,BalPass,4-3Cover,69,71,21,15,59,26,47,18,57,51,67,32,43,34,39,27,54,80,38,75,36,53,46,48,65,54,81,38,71,55
536,0,JESSE,HOOTEN,Bethune-Cookman,36,2,VertPass,Cover2Bal,67,40,53,80,85,49,45,19,44,45,56,60,51,43,70,54,63,26,22,44,40,66,47,69,56,26,60,59,64,40
537,0,KEVIN,ROLLINS,Georgia Tech,57,5,WCBal,3-4Attack,59,30,60,71,46,57,39,63,87,45,31,48,47,61,62,32,96,60,43,55,43,68,45,32,22,54,71,64,44,49
538,0,CHESTER,LELAND,Ohio State,41,5,BalRun,4-3Attack,69,48,27,59,88,61,45,51,25,35,19,13,49,60,31,44,84,41,33,71,50,41,28,67,57,39,57,50,74,62
539,0,ARTHUR,COPELAND,Miami(FL),49,2,SpreadPass,Cover2Attack,58,-1,44,64,30,46,28,54,44,33,62,37,37,100,45,64,56,71,44,33,50,49,60,52,63,36,47,73,37,48
540,0,GERARDO,MARTIN,Notre Dame,43,0,SpreadRun,4-3Bal,40,23,43,21,72,51,65,56,63,59,68,56,64,59,70,48,75,26,33,60,32,46,53,71,49,57,41,59,41,52
541,0,TERRY,CERNA,Texas A&M,66,30,SpreadRun,4-3Cover,50,16,58,59,43,31,72,55,51,38,62,43,48,42,57,76,68,36,91,40,48,55,14,62,44,62,47,39,50,46
542,0,RICHARD,HENDERSON,Syracuse,49,12,WCBal,4-3Cover,42,68,65,61,47,42,29,52,71,50,52,68,72,31,72,70,45,69,50,53,47,3,62,50,67,18,38,43,50,69
543,0,STEVE,WHITE,Louisville,58,7,Run-N-Shoot,3-4Bal,40,40,51,35,54,60,59,41,47,68,45,18,37,38,71,60,23,75,41,38,80,65,40,47,46,92,12,56,33,23
544,0,JOHN,PATEL,Coe,54,19,SpreadRun,Cover2Attack,40,61,58,75,63,44,57,72,32,56,57,43,33,36,45,63,51,43,34,53,52,33,74,32,58,56,5,37,67,39
545,0,WILLIAM,DILLON,Georgia Tech,50,6,BalPass,Cover2Bal,39,34,55,39,27,39,34,60,31,58,27,54,49,32,51,81,40,80,77,63,38,50,66,59,50,59,38,29,43,39
546,0,KEITH,GONZALEZ,Delaware,49,16,Smashmouth,3-4Attack,37,23,43,72,37,50,49,30,50,44,41,30,50,47,83,87,69,72,63,44,43,39,60,34,76,57,42,51,49,61
547,0,ANDRE,ROEHL,Idaho State,66,19,SpreadRun,4-3Bal,33,42,30,33,73,28,36,36,59,47,40,65,57,32,79,63,52,62,100,64,65,79,52,40,28,51,48,47,44,40
548,0,JOHN,PORTER,Penn State,51,5,SpreadRun,4-3Bal,49,40,54,42,36,18,56,19,69,41,39,90,27,76,12,44,41,68,49,39,20,19,76,48,63,65,24,46,44,81
549,0,SHAWN,NUTTING,LSU,64,22,SpreadBal,4-3StuffRun,50,81,41,48,53,61,56,55,65,71,49,43,70,58,65,72,64,68,65,47,53,41,45,52,35,43,67,27,50,41
550,0,KYLE,CASTANEDA,Florida State,50,16,VertPass,Cover2Bal,39,45,49,53,73,78,63,25,43,56,42,40,53,33,36,50,67,50,40,49,29,35,63,39,50,81,23,68,49,59
